,line_text,spans,x0,y0,x1,y1,page,x0_type,x1_type,label
311,"payment of benefits. In addition, fixes the rate of insurance premium for 1986.] ","['payment of benefits. In addition, fixes the rate of insurance premium for 1986.] ']",82.76,467.73,358.4,479.74,6,1,1,end
312,"28/VI/1985 An Act to amend the Old Age Security Act. 33-34 Eliz. II, Ch. 30. (ibid., 28 June) ","['28/VI/1985 An Act to amend the Old Age Security Act. 33-34 Eliz. II, Ch. 30. (ibid., 28 June) ']",70.57,480.17,400.15,492.18,6,0,2,start
313,"[Contains amendments to provisions on the definition of the term ""spouse"", the allowance of ","['[Contains amendments to provisions on the definition of the term ""spouse"", the allowance of ']",83.48,492.85,399.59,504.86,6,1,2,middle
314,"the spouse, entitlement thereto by another person (pensioner, spouse of a pensioner, widow, ","['the spouse, entitlement thereto by another person (pensioner, spouse of a pensioner, widow, ']",82.76,501.46,399.99,513.47,6,1,2,middle
315,etc.).] ,['etc.).] '],82.76,510.07,104.82,522.08,6,1,0,end
316,"28/XI/1985  SOR/85-1111,  P.C.  1985-3498: Regulations under the Unemployment Insurance Act ","['28/XI/1985', ' SOR/85-1111,', ' P.C.', ' 1985-3498: Regulations under the Unemployment Insurance Act ']",70.8,522.27,402.31,534.28,6,0,2,start
317,"1971.  National Employment Service Regulations, amendment, (ibid., 11 Dec.) ","['1971.', ' National Employment Service Regulations, amendment, (ibid., 11 Dec.) ']",83.72,530.64,352.55,542.65,6,1,1,end
318,[Regulations establishing  an  order of priority among persons to  whom  preference must  be  given ,"['[Regulations establishing', ' an', ' order of priority among persons to', ' whom', ' preference must', ' be', ' given ']",83.72,543.08,401.98,555.09,6,1,2,middle
319,by the employment service for referrals to employers.] ,['by the employment service for referrals to employers.] '],83.0,551.69,272.05,563.7,6,1,1,end
320,"20/XII/1985 SOR/86-58, P.C. 1985-3757: Unemployment Insurance Regulations, amendment, ","['20/XII/1985 SOR/86-58, P.C. 1985-3757: Unemployment Insurance Regulations, amendment, ']",70.8,563.89,399.99,575.9,6,0,2,start
321,"under the Unemployment Insurance Act 1971. (ibid., 8 Jan. 1986) ","['under the Unemployment Insurance Act 1971. (ibid., 8 Jan. 1986) ']",83.0,572.26,313.74,584.27,6,1,1,end
322,"[An amendment providing, inter alia, that pension income will be considered as earnings for ","['[An amendment providing, inter alia, that pension income will be considered as earnings for ']",83.96,584.94,399.97,596.95,6,1,2,middle
323,benefit purposes.] ,['benefit purposes.] '],83.24,593.31,146.23,605.32,6,1,0,end
