,line_text,spans,x0,y0,x1,y1,page,x0_type,x1_type,label
1893,way of exception to the first paragraph of section 10 of the,"['way of', 'exception', 'to', 'the', 'first paragraph of', 'section', '10', 'of', 'the']",85.0,196.7,347.0,207.1,37,2,2,middle
1894,"Seamen's Act of 8th March, 1924, as amended by the Act of 11th","[""Seamen's Act of 8th March, 1924, as amended by the Act of 11th""]",86.0,205.2,347.2,215.2,37,2,2,middle
1895,"May, (S.A. or F.F. No. 341)","['May,', '(S.A. or F.F. No. 341)']",86.0,213.32,233.5,223.42,37,2,1,end
1896,May 26 Act respecting the right of negotiation of municipal employees.,"['May 26', 'Act respecting the right of negotiation of municipal employees.']",39.0,223.17,347.19,233.47,37,1,2,start
1897,(S.A. or F.F. No. 389),['(S.A. or F.F. No. 389)'],86.0,231.67,173.72,241.57,37,2,0,end
1898,"Aug. 18 Act to amend the Act Eof 24th March, 1938] relating to compensa","['Aug. 18', 'Act to amend the Act Eof 24th March, 1938] relating to compensa']",38.0,241.92,342.54,252.02,37,1,1,other
1899,tion for invalidity and illness contracted during military service.,['tion for invalidity and illness contracted during military service.'],86.0,249.65,346.93,259.85,37,2,2,middle
1900,(S.A. or F.F. No. 552),['(S.A. or F.F. No. 552)'],86.0,258.27,173.72,268.17,37,2,0,end
1901,"Aug. 18 Act to amend the Act [of 1st January, 19411 relating to War","['Aug. 18', 'Act to amend the Act', '[of', '1st January,', '19411', 'relating', 'to War']",38.0,267.7,346.49,278.6,37,1,2,start
1902,accidents. (S.A. or F.F. No. 553),"['accidents.', '(S.A. or F.F. No. 553)']",86.0,276.35,220.38,286.55,37,2,1,end
1903,Aug. 24 Order to regulate the termination and conclusion of certain contracts,"['Aug. 24', 'Order to regulate the termination and conclusion of certain contracts']",38.0,287.17,345.87,297.02,37,1,2,start
1904,of employment [contracts made with employees liable to labour,"['of employment [contracts made with employees liable', 'to labour']",86.0,294.55,346.55,304.75,37,2,2,middle
1905,service]. (S.A. or F.F. No. 562),"['service].', '(S.A. or F.F. No. 562)']",86.0,303.47,210.18,313.12,37,2,1,end
1906,"Aug. 24 Order to amend the Order [of 19th December, 1941] respecting","['Aug. 24', 'Order to amend the Order [of 19th December, 1941] respecting']",39.0,312.97,346.86,323.6,37,1,2,start
1907,wartime accident insurance for seamen. (S.A. or F.F. No. 569),"['wartime accident insurance for seamen.', '(S.A. or F.F. No. 569)']",86.0,320.87,338.27,331.3,37,2,1,end
1908,"Sept. 1 Act to amend [section 1 of] the Act of 12th April, 1935, relating","['Sept. 1', 'Act to amend [section', '1 of] the Act of 12th April, 1935, relating']",40.0,333.25,347.41,343.87,37,1,2,start
1909,to accident (S.A. or F.F. No. 593),"['to accident', '(S.A. or F.F. No. 593)']",86.0,341.5,275.15,351.9,37,2,1,end
1910,Sept. 28 Resolution to repeal certain exemptions from the provisions relating,"['Sept. 28', 'Resolution to repeal certain exemptions from the provisions relating']",39.0,352.1,348.84,362.4,37,1,2,start
1911,to hours of work and other conditions of employment [repeals,['to hours of work and other conditions of employment [repeals'],87.0,359.62,347.42,370.12,37,2,2,middle
1912,"Resolution of 7th October, 1943]. (S.A. or F.F. No. 671)","['Resolution of 7th October, 1943].', '(S.A. or F.F. No. 671)']",86.0,367.52,321.04,378.15,37,2,1,end
1913,"Sept. 29 Order to amend [section 5 of J the Order of 14th May, 194356,","['Sept. 29', 'Order to amend [section 5 of J', 'the Order of 14th May, 194356,']",40.0,380.12,347.75,390.87,37,1,2,start
1914,respecting the administration of the Act respecting family allow,['respecting the administration of the Act respecting family allow'],87.0,388.22,345.08,398.32,37,2,2,middle
1915,ances57. (S.A. or F.F. No. 667),"['ances57.', '(S.A. or F.F. No. 667)']",86.0,396.62,210.5,406.72,37,2,1,end
1916,Nov. 9 Resolution respecting measures to combat unemployment. (S.A. or,"['Nov. 9', 'Resolution respecting measures to combat unemployment.', '(S.A. or']",40.0,406.45,348.58,417.62,37,1,2,start
1917,F.F. No. 799),['F.F. No. 799)'],86.0,415.62,138.55,425.32,37,2,0,end
1918,Dec. 21 Resolutions respecting (1) exemptions from the Eight-hour Day,"['Dec. 21', 'Resolutions respecting (1) exemptions from the Eight-hour Day']",40.0,424.77,349.91,435.7,37,1,2,start
1919,"Act55, and (2) hours of work in continuous processes. (S.A. or","['Act55, and (2) hours of work in continuous processes.', '(S.A. or']",87.0,432.75,348.86,443.4,37,2,2,middle
1920,F.F. No. 994 and No. 995),['F.F. No. 994 and No. 995)'],86.0,442.25,189.71,452.05,37,2,0,end
1921,"Dec. 29 Act to amend the Act [of 30th April, 1943] respecting family","['Dec. 29', 'Act to amend the Act', '[of 30th April,', '1943]', 'respecting family']",40.0,453.5,348.32,464.55,37,1,2,start
1922,allowances55. (S.A. or F.F. No. 1046),"['allowances55.', '(S.A. or F.F. No. 1046)']",87.0,461.75,241.23,472.35,37,2,1,end
1923,"Dec. 30 Order respecting the administration of the Act of 30th April, 1943,","['Dec. 30', 'Order respecting the administration of the Act of 30th April, 1943,']",40.0,472.45,348.3,482.75,37,1,2,start
1924,"respecting family allowances [repeals Order of 14th May, 194356].","['respecting family allowances [repeals Order of 14th May, 194356].']",86.0,480.72,347.3,490.42,37,2,2,middle
1925,(S.A. or F.F. No. 1047),"['(S.A.', 'or F.F. No. 1047)']",88.0,489.25,179.6,499.05,37,2,0,end
1926,S.A. = Suo.snen Asetu.ckokoelma.,['S.A. = Suo.snen Asetu.ckokoelma.'],41.0,507.6,169.36,516.8,37,1,0,other
1927,F.F. = Finlands fdrfaitnIngssamling.,['F.F. = Finlands fdrfaitnIngssamling.'],42.0,517.2,187.09,527.2,37,1,0,other
1928,"52 L.S. 1942 (Fin. 3, A). — L.S. 1939 (Fin. 2). — 64 L.S. 1924 (Fin. 1); 1928","['52', 'L.S.', '1942 (Fin. 3, A). — L.S. 1939 (Fin. 2). —', '64 L.S.', '1924 (Fin. 1); 1928']",41.0,538.78,348.22,549.08,37,1,2,start
1929,(Fin. 2); other amendments: 1925 (Fin. 2); 1943 (Fin. 3).,['(Fin. 2); other amendments: 1925 (Fin. 2); 1943 (Fin. 3).'],34.0,547.38,258.67,557.27,37,0,1,other
1930,L.S. 1935 (Fin. 1); amendments: 1940 (Fin. 1); 1941 (Fin. 1); 1942 (Fin. 4). —,['L.S. 1935 (Fin. 1); amendments: 1940 (Fin. 1); 1941 (Fin. 1); 1942 (Fin. 4). —'],48.0,555.77,348.05,565.27,37,-1,2,other
1931,"L.S. 1943 (Fin. 2, B). — L.S. 1943 (Fin. 2,","['L.S.', '1943', '(Fin.', '2,', 'B). —', 'L.S.', '1943', '(Fin.', '2,']",40.0,563.42,237.25,573.92,37,1,1,other
1932,A). — Bulletin of the,"['A). —', 'Bulletin', 'of', 'the']",246.0,561.42,348.51,573.3,37,-1,2,other
1933,"International Labour Office (Basle), Vol. XIII, 1918, p. 36; see also L.S. 1931","['International Labour Office (Basle), Vol. XIII, 1918, p. 36; see also L.S. 1931']",34.0,571.82,349.56,581.92,37,0,2,other
1934,"(Fin. 2). — 59L.S. 1943 (Fin. 2, D).","['(Fin. 2). —', '59L.S.', '1943 (Fin. 2, D).']",35.0,580.6,179.22,590.6,37,0,0,country
1935,H — 38 —,"['H', '—', '38', '—']",106.0,49.74,228.9,58.49,38,2,1,end
1936,"Dcc. 30 Resolution respecting the administration of the Act of 30th April,","['Dcc.', '30', 'Resolution respecting the administration of the Act of 30th April,']",61.0,81.64,370.65,91.64,38,1,2,start
1937,"1943, respecting family allowances [repeals Resolution of 22nd","['1943,', 'respecting family allowances', '[repeals', 'Resolution of 22nd']",110.0,89.74,369.67,99.77,38,2,2,middle
1938,"December, (S.A. or F.F. No. 1048)","['December,', '(S.A. or F.F. No. 1048)']",109.0,98.44,277.87,108.04,38,2,1,end
1939,Dec. 30 Order to amend the Order for the administration of the Act,"['Dec. 30', 'Order to amend the Order for', 'the administration of the Act']",61.0,107.32,369.89,118.42,38,1,2,start
1940,respecting unemployment funds which are entitled to a State subsidy.,['respecting unemployment funds which are entitled to a State subsidy.'],109.0,116.89,370.09,126.29,38,2,2,middle
1941,(S.A. or F.F. No. 1056),['(S.A. or F.F. No. 1056)'],110.0,124.62,202.67,134.52,38,2,0,end
1942,FRANCE,['FRANCE'],54.0,138.82,99.37,150.32,38,0,0,country
1943,A. FRENCH REPUBLIC,['A. FRENCH REPUBLIC'],158.0,150.22,267.69,160.92,38,-1,1,other
1944,Jan. 4 Ordinance respecting restoration of Republican law in French,"['Jan. 4', 'Ordinance', 'respecting', 'restoration of', 'Republican law', 'in', 'French']",62.0,164.37,370.27,174.59,38,1,2,start
1945,Guiana [declares all legislative measures of the Vichy Government,['Guiana [declares all legislative measures of the Vichy Government'],110.0,172.77,370.22,182.47,38,2,2,middle
1946,invalid with certain specified exceptions: these exceptions include,['invalid with certain specified exceptions: these exceptions include'],110.0,180.89,369.38,190.69,38,2,2,middle
1947,"the Act of 11th October, 1940, respecting the application to the","['the Act of 11th October, 1940, respecting the application to the']",110.0,188.42,370.32,198.72,38,2,2,middle
1948,colonies of the legislation respecting the compulsory employment of,['colonies of the legislation respecting the compulsory employment of'],110.0,197.42,370.7,206.92,38,2,2,middle
1949,"demobilised men]. (J.O. 6th January, 1944, pp. 18-19)","['demobilised men].', '(J.O. 6th January, 1944, pp.', '18-19)']",110.0,204.94,334.13,215.34,38,2,1,end
1950,Jan. 7 Decree to issue regulations governing native labour in the French,"['Jan. 7', 'Decree to issue regulations governing native labour in the French']",62.0,218.84,371.34,229.22,38,1,2,start
1951,"Cameroons. (J.O.R.F. 13th January, 1944, pp. 47-50) L.N. I","['Cameroons.', '(J.O.R.F. 13th January, 1944, pp. 47-50)', 'L.N. I']",110.0,227.22,369.92,237.12,38,2,2,middle
1952,Jan. 17 Decree to prescribe the powers and duties of the Comrnissariat,"['Jan. 17', 'Decree to prescribe the powers and duties of the Comrnissariat']",62.0,240.44,371.38,250.87,38,1,2,start
1953,"for Social Affairs. (J,O.R.F. 20th January, 1944, p. 66)","['for Social Affairs.', '(J,O.R.F. 20th January, 1944, p. 66)']",111.0,248.77,336.88,259.14,38,2,1,end
1954,Jan. 29 Decree respecting the fixing of the wages of agricultural workers,"['Jan. 29', 'Decree respecting the fixing of the wages of agricultural workers']",63.0,263.04,370.2,273.17,38,1,2,start
1955,"in Algeria. (J.O.R.F. 3rd February, 1944, pp. 104-105) Fr. I","['in Algeria.', '(J.O.R.F. 3rd February, 1944, pp. 104-105)', 'Fr. I']",111.0,271.07,370.77,281.97,38,2,2,middle
1956,Jan. 29 Ordinance to requisition agricultural manpower and to make culti,"['Jan. 29', 'Ordinance to requisition agricultural manpower and to make culti']",63.0,283.39,366.93,293.46,38,1,2,start
1957,vation of all cultivable land in Algeria compulsory. (J.O.R.F.,"['vation of', 'all', 'cultivable land', 'in', 'Algeria compulsory.', '(J.O.R.F.']",110.0,291.34,370.47,301.74,38,2,2,middle
1958,"5th February, 1944, pp. 113-114)","['5th February, 1944, pp. 113-114)']",110.0,300.19,235.06,309.59,38,2,1,end
1959,Mar. 10 Ordinance relative to the utilisation and distribution of manpower,"['Mar. 10', 'Ordinance relative to the utilisation and distribution of manpower']",63.0,311.82,370.12,321.96,38,1,2,start
1960,"in the department of Corsica. (J.O.R.F. 11th March, 1944, p. 202)","['in the department of Corsica.', '(J.O.R.F. 11th March, 1944, p. 202)']",110.0,320.17,369.69,329.86,38,2,2,middle
1961,Mar. 10 Ordinance relating to the organisation of industrial medical services,"['Mar. 10', 'Ordinance relating to the organisation of industrial medical services']",63.0,332.24,371.76,342.27,38,1,2,start
1962,"in Corsica. (J.O.R.F. 18th March, 1944, p. 218)","['in Corsica.', '(J.O.R.F.', '18th March,', '1944,', 'p.', '218)']",111.0,340.32,311.66,350.22,38,2,1,end
1963,"LS.S. Vol. XX, No. 3, p. 98","['LS.S. Vol. XX, No. 3, p.', '98']",256.0,347.94,371.67,358.34,38,-1,2,other
1964,Mar. 13 Decree relating to the requisition of manpower in the department,"['Mar. 13', 'Decree relating to the requisition of manpower in the department']",63.0,361.86,372.26,372.34,38,1,2,start
1965,"of Corsica. (J.O.R.F. 16th March, 1944, pp. 213-214)","['of Corsica.', '(J.O.R.F. 16th March, 1944, pp. 213-214)']",110.0,370.34,329.54,380.34,38,2,1,end
1966,Apr. 4 Decree to amend section 82 [composition of the Central Employ,"['Apr. 4', 'Decree to amend section 82 [composition of the Central Employ']",63.0,384.04,369.02,394.14,38,1,2,start
1967,"ment 0111cc] of the Decree of 7th April, 1938, to regulate native","['ment 0111cc] of the Decree of 7th April, 1938, to regulate native']",110.0,392.14,370.22,402.14,38,2,2,middle
1968,"labour in Madagascar and (J.O,R.F. 13th April,","['labour in Madagascar and', '(J.O,R.F. 13th April,']",111.0,400.19,371.89,410.39,38,2,2,middle
1969,"1944, p. 304)","['1944, p. 304)']",111.0,409.49,159.0,418.49,38,2,0,end
1970,May 11 Ordinance relating to the system of holidays with pay in 1944.,"['May 11', 'Ordinance relating to the system of holidays with pay in', '1944.']",62.0,420.37,371.1,430.97,38,1,2,start
1971,"(J.O.R.F. 18th May, 1944, pp. 386-387)","['(J.O.R.F. 18th May, 1944, pp. 386-387)']",111.0,429.14,264.06,438.74,38,2,1,end
1972,June 3 Ordinance relating to the trade union organisations of the merchant,"['June 3', 'Ordinance relating to the trade union organisations of the merchant']",62.0,443.07,371.5,453.09,38,1,2,start
1973,"marine. (J.O.R.F. 13th July, 1944, p. 576)","['marine.', '(J.O.R.F. 13th July, 1944, p. 576)']",110.0,451.02,281.11,460.92,38,2,1,end
1974,"June 22 Ordinance respecting the bodies known as ""organising committees""","['June 22', 'Ordinance respecting the bodies known as ""organising committees""']",62.0,463.34,370.8,473.36,38,1,2,start
1975,"[set up by the Act of 16th August, 194061] [amended by Ordinance","['[set up by the Act of 16th August, 194061] [amended by Ordinance']",112.0,471.64,371.69,481.24,38,2,2,middle
1976,"of 7th October, 1944]. (J.O.R.F. 5th August, 1944, p. 671; 8th","['of 7th October, 1944].', '(J.O.R.F. 5th August, 1944,', 'p.', '671; 8th']",111.0,479.62,371.73,489.77,38,2,2,middle
1977,"October, 1944, pp. 891-892)","['October, 1944, pp. 891-892)']",111.0,488.69,213.48,497.69,38,2,1,end
1978,June 22 Ordinance relating to the temporary organisation of handicrafts.,"['June 22', 'Ordinance relating to the temporary organisation of handicrafts.']",62.0,499.79,371.61,510.36,38,1,2,start
1979,"(J.O.R.F. 5th August, 1944, pp. 671-672)","['(J.O.R.F. 5th August, 1944, pp. 671-672)']",112.0,508.67,272.05,518.36,38,2,1,end
1980,July 3 Ordinance respecting the provisional organisation of departmental,"['July 3', 'Ordinance respecting the provisional organisation of departmental']",62.0,522.59,370.65,532.99,38,1,2,start
1981,"and regional labour and manpower services. (j.O.R.F. 30th August,","['and regional labour and manpower services.', '(j.O.R.F. 30th August,']",110.0,530.94,372.14,540.69,38,2,2,middle
1982,"1944, pp. 775-776) Fr. 4","['1944, pp. 775-776)', 'Fr. 4']",112.0,539.22,371.7,549.29,38,2,2,middle
1983,J.O.R.F. Journa! officiel de la République francaise.,"['J.O.R.F.', 'Journa! officiel de la République francaise.']",63.0,553.66,278.09,563.36,38,1,1,other
1985,"1942 (Fr. 14, B).","['1942 (Fr. 14, B).']",92.0,571.44,161.91,581.84,38,-1,0,other
1986,1940 (Fr. 10). — 1942 (Fr. I and 15).,"['1940 (Fr. 10). —', '1942 (Fr. I and 15).']",91.0,579.82,272.67,590.12,38,-1,1,other
1987,— 11,"['—', '11']",188.0,51.99,337.8,60.19,39,-1,2,other
1988,July 26 Ordinance to declare invalid the texts relating to the,"['July', '26', 'Ordinance to declare invalid the texts relating to the']",31.0,84.01,290.97,94.31,39,0,1,other
1989,"organisation of agriculture'2. (J..O.R.F: 5th August, 1944, p. 674)","[""organisation of agriculture'2."", '(J..O.R.F: 5th August, 1944, p. 674)']",77.0,92.79,338.56,102.59,39,1,2,start
1990,July 27 Ordinance respecting the restoration of freedom of association.,"['July 27', 'Ordinance respecting', 'the', 'restoration of', 'freedom of', 'association.']",31.0,106.74,337.78,116.81,39,0,2,other
1991,"(J.O.R.F. 30th. August, 1944, pp. 776-777) Fy. S","['(J.O.R.F. 30th. August, 1944, pp. 776-777)', 'Fy. S']",78.0,115.32,338.22,125.31,39,1,2,start
1992,July 29 Decree to regulate Contracts of apprenticeship in the French,"['July 29', 'Decree', 'to', 'regulate', 'Contracts', 'of', 'apprenticeship', 'in', 'the', 'French']",30.0,129.06,338.83,138.96,39,0,2,other
1993,"Cameroons. (J.O.R.F. 10th August, 1944, p. 703)","['Cameroons.', '(J.O.R.F.', '10th', 'August,', '1944,', 'p.', '703)']",78.0,137.36,285.48,147.86,39,1,1,other
1994,Aug. 4 Ordinance respecting the restoration of Republican law in the,"['Aug. 4', 'Ordinance respecting', 'the', 'restoration of Republican law in', 'the']",31.0,150.56,338.51,161.06,39,0,2,other
1995,"Colony of St. Pierre and Miquelon. (J.O.R.F. 10th August, 1944,","['Colony of St. Pierre and Miquelon.', '(J.O.R.F. 10th August, 1944,']",78.0,158.91,338.21,169.04,39,1,2,start
1996,pp. 687-688),['pp. 687-688)'],78.0,168.39,124.49,177.39,39,1,0,other
1997,Aug. 7 Decree respecting the institution of industrial associations in French,"['Aug. 7', 'Decree respecting the institution of industrial associations in French']",31.0,179.54,339.3,189.36,39,0,2,other
1998,"West Africa, French Equatorial Africa, the French Cameroons,","['West Africa, French Equatorial Africa, the French Cameroons,']",78.0,187.41,337.15,197.71,39,1,2,start
1999,French Togoland and French Somaliland. (J.O.R.F. 17th August,"['French Togoland and French Somaliland.', '(J.O.R.F. 17th August']",78.0,196.06,337.46,206.01,39,1,2,start
2000,"1944, pp. 720-721) Fr. 2","['1944, pp. 720-721)', 'Fr. 2']",79.0,204.44,338.89,214.44,39,1,2,start
2001,Aug. 9 Ordinance respecting the restoration of Republican law in the,"['Aug. 9', 'Ordinance respecting', 'the', 'restoration', 'of', 'Republican law', 'in', 'the']",32.0,216.61,338.75,226.24,39,0,2,other
2002,"continental territory of France. (J.O.R.F. 10th August, 1944,","['continental', 'territory', 'of', 'France.', '(J.O.R.F.', '10th', 'August,', '1944,']",78.0,225.09,339.88,234.49,39,1,2,start
2003,PP. 688-694),['PP. 688-694)'],78.0,234.59,123.39,243.19,39,1,0,other
2004,Aug. 17 Decree to provide for the establishment of a staff of labour inspectors,"['Aug. 17', 'Decree to provide for the establishment of a staff of labour inspectors']",31.0,245.49,339.31,254.91,39,0,2,other
2005,"for the colonies. (J.O.R.F. 22nd August, 1944, pp. 738-739)","['for the colonies.', '(J.O.R.F. 22nd August, 1944, pp. 738-739)']",78.0,253.54,313.61,263.14,39,1,1,other
2006,Fr. 3,['Fr. 3'],321.0,261.39,340.27,271.59,39,2,2,middle
2007,"Aug. 18 Ordinance to extend to French West Africa, Martinique, Guade","['Aug. 18', 'Ordinance to extend to French West Africa, Martinique, Guade']",32.0,271.56,334.8,281.74,39,0,1,other
2008,loupe and French Guiana the application of the Acts and Decrees,['loupe and French Guiana the application of the Acts and Decrees'],79.0,279.84,339.49,289.84,39,1,2,start
2009,guaranteeing to mobilised men the resumption of their contract of,['guaranteeing to mobilised men the resumption of their contract of'],79.0,288.01,339.39,297.91,39,1,2,start
2010,"employment. (J.O.R.F. 28th August, 1944, p. 767)","['employment.', '(J.O.R.F. 28th August, 1944, p. 767)']",78.0,296.01,279.2,305.91,39,1,1,other
2011,Sept. 15 Ordinance respecting the restoration of Republican law in the,"['Sept. 15', 'Ordinance', 'respecting', 'the', 'restoration', 'of', 'Republican law in the']",33.0,309.66,338.86,320.26,39,0,2,other
2012,"departments of the Upper Rhine, the Lower Rhine and the","['departments', 'of', 'the Upper', 'Rhine,', 'the', 'Lower Rhine and the']",79.0,317.41,340.4,328.51,39,1,2,start
2013,Moselle [social insurance system established by the German admi,['Moselle [social insurance system established by the German admi'],79.0,326.79,337.57,336.59,39,1,2,start
2014,"nistration declared invalid]. (J.O.R.F. 16th September, 1944,","['nistration', 'declared', 'invalid].', '(J.O.R.F.', '16th', 'September,', '1944,']",79.0,335.29,340.1,344.69,39,1,2,start
2015,pp. 814-818),['pp. 814-818)'],79.0,344.09,125.49,353.09,39,1,0,other
2016,Sept. 26 Ordinance to amend and make additions to certain provisions of the,"['Sept. 26', 'Ordinance to amend and make additions to certain provisions of the']",33.0,355.54,339.23,365.69,39,0,2,other
2017,"Ordinance of 27th July, 1944, respecting the restoration of freedom","['Ordinance of 27th July, 1944, respecting the restoration of freedom']",79.0,363.56,340.58,373.26,39,1,2,start
2018,"of association. (J.O.R.F. 27th September, 1944, pp. 837-838)","['of association.', '(J.O.R.F. 27th September, 1944, pp. 837-838)']",79.0,372.09,315.85,381.76,39,1,1,other
2019,Fr. 13,['Fr. 13'],317.0,380.24,339.93,389.84,39,2,2,middle
2020,Oct. 3 Ordinance respecting compensation for loss of wages resulting from,"['Oct. 3', 'Ordinance respecting compensation for loss of wages resulting from']",33.0,390.41,338.61,400.64,39,0,2,other
2021,cessation of work during the national insurrection or from circum,['cessation of work during the national insurrection or from circum'],79.0,398.29,335.66,408.09,39,1,2,start
2022,"stances arising out of the state of war. (J.O.R.F. 4th October,","['stances arising out of the state of war.', '(J.O.R.F. 4th October,']",80.0,406.01,340.16,416.71,39,1,1,other
2023,"1944, p. 870) Fr. 9 (C)","['1944, p. 870)', 'Fr. 9 (C)']",80.0,414.29,339.8,424.89,39,1,1,other
2024,Oct. 12 Ordinance to declare invalid all texts relating to the corporative,"['Oct. 12', 'Ordinance to declare invalid all', 'texts relating to the corporative']",33.0,426.51,340.73,437.29,39,0,1,other
2025,"organisation of agriculture62, to supersede the Ordinance of 26th","['organisation of agriculture62, to supersede the Ordinance of 26th']",80.0,434.84,340.78,444.84,39,1,1,other
2026,"July, 1944, respecting the same subject, and to provide for a","['July,', '1944,', 'respecting', 'the same subject, and to', 'provide', 'for', 'a']",80.0,442.64,340.6,453.44,39,1,1,other
2027,provisional occupational organisatiori of agriculture. (J.O.R.F. 13th,"['provisional occupational organisatiori of agriculture.', '(J.O.R.F. 13th']",79.0,451.61,340.1,461.26,39,1,1,other
2028,"October, 1944, pp. 924-926)","['October, 1944, pp. 924-926)']",80.0,460.59,187.04,469.99,39,1,1,other
2029,Oct. 20 Ordinance respecting admission to social insurance [maximum limit,"['Oct. 20', 'Ordinance respecting admission to social insurance [maximum limit']",33.0,472.14,342.11,482.71,39,0,1,other
2030,"increased to 60,000 francs]. (J.O.RF. 21st October, 1944, p. 1032)","['increased to 60,000 francs].', '(J.O.RF. 21st October, 1944, p. 1032)']",80.0,480.26,340.84,490.29,39,1,1,other
2031,Nov. 3 Ordinance to amend the second paragraph of section 2 of the Act of,"['Nov. 3', 'Ordinance to amend the second paragraph of section 2 of the Act of']",33.0,493.94,340.2,504.44,39,0,1,other
2032,"9th April, 1898's, respecting industrial accidents. (J.O.R.F. 4th","['9th', 'April,', ""1898's,"", 'respecting', 'industrial', 'accidents.', '(J.O.R.F.', '4th']",80.0,502.29,341.25,512.06,39,1,1,other
2033,"November, 1944, p. 1177; erratum: 7th November, 1944,","['November,', '1944,', 'p.', '1177;', 'erratum:', '7th', 'November,', '1944,']",81.0,510.41,341.33,521.29,39,1,1,other
2034,p. 1204) Fr. 12 (A),"['p. 1204)', 'Fr. 12 (A)']",80.0,518.14,340.88,529.56,39,1,1,other
2035,Nov. 6 Ordinance respecting the bodies known as colonial organising,"['Nov. 6', 'Ordinance', 'respecting', 'the', 'bodies known', 'as', 'colonial', 'organising']",34.0,530.76,341.84,541.36,39,0,1,other
2036,"committees and, occupational organisations. (J.O.R.F. 6th and 7th","['committees and, occupational organisations.', '(J.O.R.F. 6th and 7th']",80.0,538.61,341.7,548.91,39,1,1,other
2037,"November, 1944, p. 1204)","['November, 1944, p. 1204)']",80.0,548.07,178.15,557.36,39,1,0,other
2038,J.O.R.F. = Journal officiel de Ia Ripublique francaise.,"['J.O.R.F. =', 'Journal', 'officiel de Ia Ripublique francaise.']",35.0,561.46,245.78,571.96,39,0,1,other
2039,'3L.S. 1938 (Fr. 9). 1935 (Fr. 13); 1938 (Fr. 10); 1943'(Fr. 1. A).,"[""'3L.S. 1938 (Fr. 9)."", ""1935 (Fr. 13); 1938 (Fr. 10); 1943'(Fr. 1. A).""]",36.0,583.64,329.73,594.06,39,0,1,other
2040,1941—Indexes IX — 40 —,"['1941—Indexes IX', '—', '40', '—']",62.0,53.06,236.2,62.11,40,1,1,other
2041,Nov. 8 Decree to issue administrative regulations under the Decree of 30th,"['Nov.', '8', 'Decree to issue administrative regulations under the Decree of 30th']",70.0,85.69,378.57,95.39,40,0,2,other
2042,"October, 1935, as amended, respecting social insurance in agricul.","['October, 1935, as amended, respecting social insurance in agricul.']",117.0,94.01,376.64,103.81,40,2,2,middle
2043,"(J.O.R.F. 22nd November, 1944, p. 1428)","['(J.O.R.F. 22nd November, 1944,', 'p.', '1428)']",148.0,102.11,314.2,111.91,40,-1,1,other
2044,Nov. 9 Decree respecting the application in Algeria and the colonies of the,"['Nov. 9', 'Decree respecting the application in Algeria and the colonies of the']",70.0,116.19,378.3,126.14,40,0,2,other
2045,"Decree of 24th May, 1938, respecting vocational guidance and","['Decree of 24th May, 1938,', 'respecting vocational', 'guidance and']",117.0,123.68,377.45,134.18,40,2,2,middle
2046,"trainingU. (J.O.R.F. 12-14th November, 1944, p. 1303)","['trainingU.', '(J.O.R.F. 12-14th November, 1944, p. 1303)']",117.0,131.26,335.97,141.89,40,2,1,end
2047,Nov. 17 Ordinance to declare valid the measures relating to industrial acci,"['Nov. 17', 'Ordinance to declare valid the measures relating to industrial acci']",66.0,146.11,375.19,156.16,40,1,2,start
2048,"dents promulgated.since 16th June, 1940. (J.O.R.F. 19th November,","['dents promulgated.since 16th June, 1940.', '(J.O.R.F. 19th November,']",117.0,154.51,378.91,164.16,40,2,2,middle
2049,"1944, p. 1382; erratum: 29th November, 1944, p. 1544) Fr. 12 (B)","['1944, p. 1382; erratum: 29th November, 1944, p. 1544)', 'Fr. 12 (B)']",118.0,162.23,377.91,172.53,40,2,2,middle
2050,"Dec. 2 Ordinance to continue in operation [until 1st January, 19451 The","['Dec. 2', 'Ordinance to continue in operation [until', '1st January, 19451 The']",70.0,176.16,377.65,186.18,40,1,2,start
2051,"provisions of the Acts of 8th January and 20th May, 1944, respecting","['provisions of the Acts of 8th January and 20th May, 1944, respecting']",117.0,184.81,377.3,194.21,40,2,2,middle
2052,compensation for loss of wages resulting from circumstances arising,['compensation for loss of wages resulting from circumstances arising'],118.0,192.83,378.68,202.33,40,2,2,middle
2053,out of the state of war [L.S. 1944 (Fr. 9 A and B)1. (J.O.R.F.,"['out of the state of war [L.S. 1944 (Fr. 9 A and B)1.', '(J.O.R.F.']",119.0,200.21,378.1,210.81,40,2,2,middle
2054,"8th December, 1944, Pr'. 1752-1753; erratum: 9th December, 1944,","[""8th December, 1944, Pr'. 1752-1753; erratum: 9th December, 1944,""]",118.0,209.06,378.08,218.66,40,2,2,middle
2055,p. 1773),['p. 1773)'],117.0,218.71,147.0,227.71,40,2,0,end
2056,Dec. 5 Decree to increase unemployment allowances. (J.O.R.F. 6th De-,"['Dec. 5', 'Decree to increase unemployment allowances.', '(J.O.R.F. 6th De-']",70.0,230.93,377.52,241.38,40,1,2,start
2057,"cember, 1944, pp. 1700-1701 ; erratum: 9th December, 1944, p. 1778)","['cember, 1944, pp. 1700-1701 ; erratum: 9th December, 1944, p. 1778)']",118.0,239.86,377.09,249.06,40,2,2,middle
2058,Dec. 15 Ordinance respecting compensation for industrial accidents resulting,"['Dec. 15', 'Ordinance respecting compensation for industrial accidents resulting']",70.0,253.54,380.2,263.63,40,1,2,start
